Frame skip rate = 0
Grab Retrieve Color Resize
139 4680 2931 600 
75 4486 2606 607 
70 4434 3038 595 
77 5609 2863 583 
93 5762 2659 390 
155 4330 2481 604 
112 4408 3032 610 
80 5351 3215 629 
4030 5089 2616 605 
86 4377 2919 607 
110 5674 3331 575 
83 4728 2631 581 
107 4418 2566 580 
81 4503 2610 583 
113 5685 2921 589 
96 5194 2522 605 
81 4460 2908 581 
80 4476 2654 559 
120 5621 3273 603 
93 5689 3232 607 
151 4325 2870 599 
113 4407 2957 606 
82 5701 3280 621 
8586 4745 2591 476 
117 4384 2933 609 
82 5722 3294 581 
90 5135 2624 589 
83 4418 2526 590 
113 4461 2564 594 
77 5723 3356 597 
94 5045 2948 610 
87 4443 3011 594 
68 4497 3410 440 
105 5653 2864 608 
93 5718 2893 386 
155 4353 2819 573 
134 4405 2978 607 
92 5744 3268 615 
1932 4991 2845 612 
81 4367 2934 615 
70 4474 2947 664 
77 5673 2924 608 
142 5260 2963 608 
85 4484 3006 593 
82 4449 3039 606 
73 5618 2864 580 
94 5719 2710 403 
105 4463 3007 462 
76 4397 2583 603 
76 5679 3310 586 
206 4555 2483 566 
125 4385 2537 561 
69 4883 2713 569 
9540 4602 2645 491 
92 4372 2913 614 
111 4482 2622 602 
78 4506 3023 614 
81 5628 2867 586 
89 5709 2937 392 
67 4439 2607 595 
112 4406 2557 571 
83 5722 3258 589 
102 4824 2626 604 
85 4394 2556 606 
115 4460 2744 369 
163 5805 3281 616 
98 5652 3296 589 
83 5711 3259 602 
4030 4663 2676 383 
81 4373 2923 600 
74 5688 2882 612 
80 5297 2885 605 
80 4406 3763 618 
126 4484 3471 399 
64 5665 3358 588 
100 4602 2911 581 
74 4479 2552 553 
78 4468 2641 444 
121 5602 3294 598 
82 5571 2600 412 
165 4321 2467 562 
135 4393 2535 549 
70 5734 2745 611 
9316 4862 2590 386 
86 4356 2571 602 
112 4488 2698 596 
72 5699 2935 584 
99 5142 2951 605 
83 4452 2984 599 
76 4450 3510 395 
72 5598 2889 574 
149 5737 2748 399 
73 4450 3009 610 
74 4414 2932 593 
73 5685 2892 588 
511 4959 2505 604 
84 4408 2922 620 
76 4448 2914 607 
12525 4705 2613 385 
116 4379 2960 599 
78 5665 2897 570 
81 5194 2924 596 
78 4405 2571 599 
114 4505 2786 594 
68 5696 2943 612 
93 5243 2921 599 
81 4445 2598 596 
76 4448 2667 590 
117 5630 3274 595 
93 5735 2597 396 
164 4325 2457 440 
111 4416 2529 573 
78 5750 2708 449 
12418 4717 2701 614 
89 4365 2955 603 
110 4486 2886 586 
87 5666 2647 443 
84 5626 3250 596 
94 5707 2713 603 
110 5684 3327 579 
95 4968 2557 611 
96 5688 3328 595 
95 4914 2633 590 
137 5647 3251 591 
108 5732 2626 454 
163 5823 3279 604 
138 5653 3246 607 
92 5766 3241 624 
3042 5091 2630 556 
91 4386 2552 607 
73 4464 2909 582 
80 5110 2624 453 
117 4405 2905 606 
80 4494 2632 607 
76 5705 2885 613 
922 5107 2912 605 
74 4452 2564 583 
79 4455 3018 598 
82 5637 3257 600 
96 5469 2609 538 
157 4341 2507 554 
128 4405 3016 631 
84 5708 3576 623 
2485 4474 3390 594 
82 5547 2887 580 
82 5777 2642 388 
119 4466 2653 598 
85 4396 2550 583 
70 5690 2887 589 
95 4988 2669 565 
92 4407 2803 585 
85 5439 2620 469 
103 5687 3340 586 
105 4500 2553 585 
101 5656 3299 587 
202 4347 2464 575 
113 5609 3247 613 
91 5032 2830 570 
5993 5478 2564 480 
112 4376 2970 605 
79 4462 2935 597 
80 4479 3070 607 
84 5704 2839 586 
131 5729 3288 593 
104 4637 3080 592 
85 4373 2565 602 
80 5651 2905 567 
99 4864 2941 596 
106 4412 2953 594 
96 4489 3635 614 
147 5817 2867 587 
152 5651 3221 610 
91 5723 3447 610 
2032 4494 2643 598 
88 5620 3261 591 
88 5740 3004 403 
64 4497 2653 585 
117 4400 2564 580 
78 5693 2881 612 
83 4984 2762 386 
100 4398 2568 359 
109 4469 2605 586 
72 5663 2926 575 
93 5372 2958 604 
81 4463 2759 585 
467 5610 2594 613 
92 5677 3254 602 
93 5688 2722 617 
908 5761 3320 576 
133 4684 2899 613 
81 4457 2677 588 
81 5148 2632 555 
90 5635 3244 586 
146 5754 2933 579 
79 5661 3335 575 
92 5034 2563 606 
84 5649 3303 584 
85 4970 2624 577 
130 5632 3292 584 
96 5736 2777 425 
145 5798 3276 618 
136 5695 3235 596 
90 5641 3300 608 
1223 4738 2683 592 
88 4385 2557 613 
77 4495 2713 591 
134 5725 2635 589 
88 4441 2941 586 
84 5626 3282 578 
80 5046 2625 605 
122 4404 2961 603 
90 4486 2985 440 
76 5632 3328 583 
95 5172 2534 441 
113 4476 2549 564 
111 4747 2632 550 
118 5706 3876 620 
96 5649 3299 619 
84 5023 2960 588 
84 4378 2531 594 
110 4471 2532 601 
78 5617 3344 594 
97 5017 2551 446 
80 4485 2579 605 
72 4634 2770 579 
123 5643 3248 586 
94 5721 3073 476 
77 4437 2628 592 
118 4409 2667 572 
80 5668 3290 586 
176 4949 2643 571 
110 5667 3234 605 
89 5707 2646 412 
74 5689 3345 579 
139 5217 2669 604 
81 4483 2963 577 
78 4446 3038 564 
121 5679 3273 593 
113 5714 3231 593 
94 4439 2613 585 
101 4450 2666 603 
151 5757 2826 584 
91 5300 3015 598 
100 4409 2919 616 
78 5639 2891 570 
175 5364 2957 620 
119 4423 2956 602 
75 5340 3103 501 
79 5714 3345 584 
97 5011 2549 600 
79 4473 3000 595 
83 4464 3399 607 
107 5641 2976 607 
92 5754 2963 610 
83 4953 3031 605 
81 4411 2926 606 
115 5657 2875 567 
100 5488 2646 592 
85 4406 2569 604 
101 4469 2959 594 
139 5814 2871 595 
136 5706 2922 599 
92 5729 3257 582 
89 4487 2660 570 
108 5639 3303 584 
137 5804 3069 614 
75 4452 2987 600 
82 4417 2952 612 
83 5668 2863 585 
83 5524 2606 592 
119 4406 2548 568 
78 4483 2565 574 
74 5744 3305 589 
94 5265 2960 609 
115 4466 2969 611 
142 4435 3248 632 
85 5710 3231 629 
98 5703 2839 610 
87 5091 3025 608 
113 4344 3202 594 
77 5721 2867 612 
95 5626 3008 596 
83 4427 2557 593 
129 4456 2604 578 
78 5737 2909 578 
96 5708 3051 607 
115 4412 2948 610 
78 4442 3856 602 
106 5634 2910 606 
97 4462 3825 598 
191 4641 3781 614 
133 4406 3753 604 
87 5645 3977 611 
88 5791 3030 605 
84 4377 2977 592 
110 4445 2837 601 
91 5669 2910 580 
96 5670 2932 644 
82 4477 2924 603 
71 4450 3001 666 
111 5682 2859 592 
98 5753 2958 594 
90 4690 2623 584 
84 4426 2522 597 
110 5714 3359 593 
133 5216 3008 596 
116 4385 3022 627 
95 5713 3892 582 
4475 5727 2939 595 
112 4381 2946 604 
77 4460 2938 605 
74 4378 2969 582 
96 5708 3279 612 
146 4663 3681 594 
80 4465 2648 356 
82 5720 3271 585 
113 5747 3433 446 
104 4428 3026 620 
80 4408 2972 628 
82 5756 2874 614 
177 5691 3261 624 
86 4414 2948 603 
114 4541 3219 627 
2126 5772 3625 648 
95 4965 2967 608 
82 4474 2847 594 
77 4460 3076 603 
111 5717 2915 600 
112 4410 3776 625 
89 4489 3759 598 
79 4415 2601 588 
85 4470 2606 597 
109 4695 2926 585 
386 4708 2953 605 
85 5736 3272 575 
185 5217 2482 580 
140 4387 3049 629 
97 5703 3286 616 
1445 5749 2874 579 
94 5363 2952 604 
109 4498 2956 605 
76 4459 3075 609 
82 5691 2906 605 
83 4504 2992 610 
83 4720 3354 600 
114 4454 2956 594 
96 5730 2880 624 
93 5640 3021 607 
82 4420 2961 604 
116 4505 3249 614 
135 5761 2892 605 
86 4427 3028 625 
84 5685 3263 601 
94 5120 3034 599 
118 4403 3513 593 
75 5706 2870 613 
80 5499 3016 589 
105 4412 2557 589 
81 4491 2972 608 
106 5652 2920 567 
99 5589 2935 656 
75 4462 2986 610 
77 4477 3813 612 
78 5628 2845 588 
134 5734 2954 611 
149 4307 2474 569 
130 4389 2938 620 
74 5656 3026 599 
92 5416 3023 596 
83 4384 3492 608 
108 4483 2607 579 
78 5600 2916 565 
98 5638 2929 610 
81 4511 2603 583 
110 4519 2675 604 
82 5664 3247 596 
92 5718 2779 586 
70 4450 2614 436 
115 4428 2974 607 
79 5680 2856 579 
179 5596 2981 609 
87 4433 3020 606 
134 5705 2924 615 
75 5737 2862 581 
104 5660 2966 597 
99 4498 2617 570 
79 4490 2683 573 
112 5657 2850 594 
113 5732 3217 613 
77 4433 2611 556 
83 4463 2574 599 
110 5654 3293 590 
87 5147 2617 586 
95 4436 2941 609 
83 4465 3625 596 
141 5762 2846 601 
137 5714 2865 587 
92 5710 2833 615 
2233 4844 2651 600 
115 5631 3251 596 
90 5765 3491 608 
76 4403 3030 604 
83 4437 2950 610 
111 5754 3138 680 
82 5524 2997 607 
85 4417 2931 615 
82 4407 3031 601 
126 5741 3136 596 
85 4410 2579 606 
82 4490 2982 589 
141 5814 2853 590 
132 5709 2860 603 
81 4615 3246 614 
2747 4593 3014 604 
86 5585 3290 592 
91 5859 2749 592 
124 4394 2646 594 
84 4455 2547 592 
82 5640 3308 587 
88 4951 3003 586 
118 4433 2960 608 
83 4487 2970 603 
74 5626 2881 581 
94 5632 2559 592 
123 4469 2576 591 
144 4450 2718 608 
83 5690 3225 613 
95 5705 3270 612 
85 4925 3018 602 
119 4389 2954 593 
78 5650 2877 571 
112 5426 3046 593 
107 4411 2551 601 
113 4484 3073 590 
93 5726 2978 546 
113 4407 2518 448 
78 4478 2553 580 
135 5639 3344 591 
94 5299 2564 599 
85 4476 2912 595 
174 4493 2678 595 
90 5802 2826 611 
132 5753 3258 619 
99 5739 2974 603 
86 4385 2572 592 
79 4497 2616 600 
75 5620 2911 568 
136 5678 2557 617 
84 4432 2607 357 
76 4480 3064 618 
119 5614 2862 586 
92 5775 2950 612 
89 4658 3036 607 
84 4435 2911 603 
112 5606 2876 574 
151 5477 2976 614 
118 4423 2981 592 
83 5085 3097 616 
73 5719 2850 592 
98 5570 2978 604 
108 4483 2956 606 
76 4418 3143 600 
80 5628 2862 596 
97 5771 3268 580 
130 4537 3195 592 
83 4416 2955 608 
81 5657 3304 577 
90 5079 2622 601 
117 5735 3262 597 
96 5751 3702 538 
134 5738 3274 608 
95 5696 3725 601 
134 5792 3404 611 
94 5332 3000 553 
97 4382 2953 595 
85 4502 2923 591 
68 5625 3326 589 
136 5269 2836 586 
94 5768 3602 468 
90 4389 2612 584 
84 5712 3290 584 
135 5800 2760 591 
81 4451 2993 578 
81 4420 2511 441 
77 5694 3309 589 
180 5148 2818 610 
119 4435 3003 609 
99 5701 3299 586 
99 5753 3312 592 
95 5249 2683 593 
92 5770 2626 594 
115 4408 2619 565 
83 5712 3281 583 
100 5765 3074 609 
66 4463 3016 589 
82 4421 2563 607 
110 5685 2872 584 
93 5519 3033 596 
113 4397 2945 617 
79 4488 2998 613 
133 5826 2851 592 
138 5727 3342 609 
90 5629 2569 594 
76 4484 3000 604 
82 5695 2852 583 
91 5783 3244 602 
107 4458 2630 555 
83 4462 2532 445 
78 5709 3256 596 
86 5152 2748 579 
137 5233 2922 597 
82 4477 2598 357 
70 5735 3327 590 
95 5485 2525 610 
116 4446 2688 600 
108 4431 2613 594 
121 5762 3251 623 
95 5559 2685 599 
827 5656 3388 429 
112 4375 2937 599 
80 4480 2835 605 
78 5642 2889 615 
103 5704 3171 610 
115 4493 2989 606 
78 4494 3438 586 
90 5709 2839 595 
91 5731 3213 620 
108 4445 3043 601 
82 4437 2932 604 
84 5763 2880 576 
178 5652 2565 621 
117 4422 2902 610 
79 4402 3716 619 
4818 5734 2923 469 
82 4370 2546 601 
109 4505 2974 601 
77 4470 3002 592 
85 5812 3252 602 
94 5680 3244 609 
103 4449 3018 592 
84 4395 2584 604 
81 5753 2873 610 
89 5787 2980 606 
118 4410 2911 604 
81 4477 3033 586 
160 5792 2864 610 
99 5714 2866 643 
91 5707 2911 610 
1110 4811 2989 597 
88 5662 3272 601 
87 5763 3225 385 
93 4405 3011 606 
110 4391 2963 606 
82 5706 2843 591 
93 5670 2629 605 
86 4381 2528 604 
112 4422 2546 579 
96 5709 3318 591 
98 5441 2551 441 
102 4478 2592 560 
141 4640 2615 560 
137 5729 3240 646 
95 5708 3229 601 
88 5309 3029 593 
114 4454 2535 595 
77 5702 3441 596 
90 5238 3027 596 
101 4424 2940 592 
111 4482 3663 600 
77 5636 2910 570 
113 5729 3017 597 
83 4480 2980 603 
109 4473 3022 601 
79 5704 2835 590 
98 5707 3282 607 
141 4356 2811 602 
113 4456 3059 616 
114 5705 3321 591 
97 5036 2614 585 
88 4407 2959 596 
129 5706 2933 605 
77 4429 2658 588 
82 4456 2968 594 
98 4466 2694 395 
107 4732 2915 610 
95 5091 2601 586 
102 4478 2598 590 
82 5749 2941 612 
136 5737 3109 618 
82 4465 2983 607 
155 4451 3444 614 
86 5628 3223 622 
107 5690 2936 616 
86 4564 2997 602 
115 4395 2960 607 
80 5617 2877 579 
106 5504 2625 596 
85 4439 2520 562 
112 4444 2550 586 
79 5660 3321 577 
103 5322 2958 601 
84 4491 3002 608 
107 4498 3108 596 
93 6037 2849 574 
98 5718 2817 597 
175 4693 2482 616 
116 4437 3038 610 
89 5710 3199 604 
87 5347 4027 606 
94 4391 3499 603 
106 4488 2860 592 
100 5602 2896 580 
99 5849 3689 607 
85 4519 2722 610 
69 5174 2827 590 
136 5633 2940 595 
103 4470 2950 607 
67 4434 3769 620 
76 5722 2901 606 
113 4491 3020 605 
133 5061 4014 616 
138 4587 3745 612 
92 5564 2878 572 
88 4948 2994 325 
80 4377 2549 568 
107 4508 2594 582 
70 5619 3309 590 
97 4793 2897 587 
89 4475 2797 577 
72 4483 2648 357 
124 5635 3264 601 
90 5744 3039 591 
68 4483 2609 370 
83 4420 2932 606 
112 5656 2841 569 
778 5590 2616 383 
63 4369 2580 398 
61 4387 2563 395 
55 4394 2595 394 
13039 
